GenderSelect,Country,FormalEducation,Tenure,JobFunctionSelect,AlgorithmUnderstandingLevel,WorkDataVisualizations,CompensationUSD,LearningStyle
Male,Germany,Master's degree,3 to 5 years,Research that advances the state of the art of machine learning,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,14349.912,ClassroomLearner
Male,Brazil,Doctoral degree,6 to 10 years,Research that advances the state of the art of machine learning,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,35874.78,MixLearner
Male,Netherlands,Doctoral degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,76-99% of projects,83707.82,MixLearner
Male,Italy,Master's degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",26-50% of projects,89686.95,MixLearner
Male,Spain,Doctoral degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,76-99% of projects,86099.472,MixLearner
Male,Germany,Master's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,81316.168,MixLearner
Male,Germany,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",10-25% of projects,41853.91,MixLearner
Male,Spain,Professional degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,100% of projects,47833.04,ClassroomLearner
Male,Other,Master's degree,More than 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,74141.212,ClassroomLearner
Male,Netherlands,Master's degree,More than 10 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,10-25% of projects,71749.56,MixLearner
Male,Netherlands,Doctoral degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,51-75% of projects,77728.69,ClassroomLearner
Female,Portugal,Doctoral degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,76-99% of projects,47833.04,MixLearner
Male,Other,Master's degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,10-25% of projects,29895.65,JobLearner
Male,Greece,Doctoral degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,10-25% of projects,29895.65,ClassroomLearner
Male,Other,Doctoral degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to refine and innovate on the algorithm,Less than 10% of projects,47833.04,MixLearner
Male,Belgium,Doctoral degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,10-25% of projects,31091.476,JobLearner
Male,Other,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to code it from scratch and it will run blazingly fast and be super efficient,None,35874.78,MixLearner
Male,Portugal,Doctoral degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,10-25% of projects,35874.78,MixLearner
Male,Spain,I did not complete any formal education past high school,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to tune the parameters properly,76-99% of projects,38266.432,ClassroomLearner
Male,Germany,Doctoral degree,6 to 10 years,Analyze and understand data to influence product or business decisions,"Enough to code it again from scratch, albeit it may run slowly",100% of projects,68162.082,MixLearner
Male,Belgium,Master's degree,1 to 2 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,Less than 10% of projects,41853.91,ClassroomLearner
Male,Other,Bachelor's degree,3 to 5 years,"Build and/or run the data infrastructure that your business uses for storing, analyzing, and operationalizing data",Enough to explain the algorithm to someone non-technical,100% of projects,26308.172,ClassroomLearner
Male,Other,Bachelor's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",26-50% of projects,26308.172,ClassroomLearner
Male,France,Doctoral degree,6 to 10 years,Analyze and understand data to influence product or business decisions,Enough to refine and innovate on the algorithm,Less than 10% of projects,59791.3,MixLearner
Male,Germany,Doctoral degree,6 to 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,"Enough to code it again from scratch, albeit it may run slowly",51-75% of projects,71749.56,MixLearner
Male,Netherlands,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,10-25% of projects,77728.69,ClassroomLearner
Male,Other,Master's degree,3 to 5 years,Build prototypes to explore applying machine learning to new areas,Enough to explain the algorithm to someone non-technical,10-25% of projects,47833.04,SelfLearner
Male,Spain,Professional degree,3 to 5 years,Other,Enough to explain the algorithm to someone non-technical,26-50% of projects,43049.736,SelfLearner
Male,Belgium,Doctoral degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,26-50% of projects,95666.08,MixLearner
Male,Germany,Doctoral degree,3 to 5 years,Analyze and understand data to influence product or business decisions,Enough to run the code / standard library,51-75% of projects,83707.82,MixLearner
Male,Greece,Master's degree,1 to 2 years,Analyze and understand data to influence product or business decisions,Enough to explain the algorithm to someone non-technical,10-25% of projects,15545.738,ClassroomLearner
Male,Germany,Master's degree,6 to 10 years,Build prototypes to explore applying machine learning to new areas,"Enough to code it again from scratch, albeit it may run slowly",Less than 10% of projects,67564.169,ClassroomLearner
Male,Spain,Doctoral degree,More than 10 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to refine and innovate on the algorithm,76-99% of projects,83707.82,MixLearner
Male,Italy,Master's degree,3 to 5 years,Build and/or run a machine learning service that operationally improves your product or workflows,Enough to explain the algorithm to someone non-technical,26-50% of projects,63139.6128,MixLearner
Male,France,Doctoral degree,More than 10 years,Build prototypes to explore applying machine learning to new areas,Enough to refine and innovate on the algorithm,76-99% of projects,65770.43,ClassroomLearner
